seed,max_sequence_length,case_name,deviation,lower_bound,upper_bound,exact_bound,runtime,precision,recall,f1,states,status,error_message
31055,15,both_bounds,0.0,0.058,0.059,0.058725704188753766,2.0050570964813232,0.9992025518341308,0.9928684627575277,0.9960254372019078,2,success,
31055,15,lower_only,0.0,0.058,,0.058725704188753766,3.219839096069336,1.0,0.9904912836767037,0.9952229299363057,2,success,
31055,15,upper_only,0.0,,0.059,0.058725704188753766,28.46586298942566,0.0024650780608052587,0.002377179080824089,0.0024203307785397336,2,success,
97635,15,both_bounds,0.0,0.058,0.059,0.05847163034565592,1.6420378684997559,0.978988326848249,0.9797507788161994,0.9793694044375243,2,success,
97635,15,lower_only,0.0,0.058,,0.05847163034565592,9.117637872695923,0.9968652037617555,0.9906542056074766,0.99375,2,success,
97635,15,upper_only,0.0,,0.059,0.05847163034565592,3.0962560176849365,1.0,0.9727414330218068,0.9861823924200552,2,success,
63198,15,both_bounds,0.0,0.058,0.059,0.05844853272355611,1.1873188018798828,0.9914196567862714,0.9883359253499222,0.9898753894080997,2,success,
63198,15,lower_only,0.0,0.058,,0.05844853272355611,4.809031963348389,0.9952941176470588,0.9867807153965785,0.9910191331511129,2,success,
63198,15,upper_only,0.0,,0.059,0.05844853272355611,2.5297200679779053,0.9797822706065319,0.9797822706065319,0.9797822706065319,2,success,
85303,15,both_bounds,0.0,0.058,0.059,0.05844853272355611,0.3127110004425049,1.0,0.994556765163297,0.997270955165692,2,success,
85303,15,lower_only,0.0,0.058,,0.05844853272355611,6.679501056671143,0.7790880503144654,0.7706065318818041,0.7748240813135262,2,success,
85303,15,upper_only,0.0,,0.059,0.05844853272355611,1.355376958847046,0.9831417624521073,0.9976671850699844,0.990351215746816,2,success,
37843,15,both_bounds,0.0,0.058,0.059,0.058714155377703865,1.2408599853515625,1.0,0.9984164687252574,0.9992076069730587,2,success,
37843,15,lower_only,0.0,0.058,,0.058714155377703865,1.6507811546325684,0.994408945686901,0.9857482185273159,0.9900596421471173,2,success,
37843,15,upper_only,0.0,,0.059,0.058714155377703865,0.9158821105957031,0.994331983805668,0.9722882026920031,0.9831865492393915,2,success,
11298,15,both_bounds,0.0,0.058,0.059,0.05857556964510504,1.1928999423980713,0.9841646872525732,0.9749019607843137,0.9795114263199369,2,success,
11298,15,lower_only,0.0,0.058,,0.05857556964510504,0.9945480823516846,0.9936457505957109,0.9811764705882353,0.9873717442778216,2,success,
11298,15,upper_only,0.0,,0.059,0.05857556964510504,4.879323959350586,0.6865079365079365,0.6784313725490196,0.6824457593688363,2,success,
58656,15,both_bounds,0.0,0.058,0.059,0.05855247202300523,1.2413530349731445,1.0,0.9992169146436961,0.9996083039561301,2,success,
58656,15,lower_only,0.0,0.058,,0.05855247202300523,1.9996559619903564,0.9944620253164557,0.9843382928739233,0.9893742621015348,2,success,
58656,15,upper_only,0.0,,0.059,0.05855247202300523,3.21539306640625,0.9857707509881423,0.9765074393108849,0.981117230527144,2,success,
87228,15,both_bounds,0.0,0.058,0.059,0.05896822922080172,0.3277730941772461,0.985353946297803,0.975825946817083,0.9805668016194332,2,success,
87228,15,lower_only,0.0,0.058,,0.05896822922080172,1.0852000713348389,1.0,0.9895245769540693,0.9947347104090725,2,success,
87228,15,upper_only,0.0,,0.059,0.05896822922080172,0.9011459350585938,1.0,0.975825946817083,0.9877650897226754,2,success,
93884,15,both_bounds,0.0,0.058,0.059,0.05846008153460601,1.1933009624481201,0.9929632525410477,0.9883268482490273,0.9906396255850234,2,success,
93884,15,lower_only,0.0,0.058,,0.05846008153460601,1.1395719051361084,0.681639085894405,0.6731517509727627,0.6773688332028192,2,success,
93884,15,upper_only,0.0,,0.059,0.05846008153460601,0.8024730682373047,1.0,0.9758754863813229,0.98779046868846,2,success,
58283,15,both_bounds,0.0,0.059,0.06,0.059095266142350646,1.1865999698638916,1.0,0.9983739837398374,0.9991863303498779,2,success,
58283,15,lower_only,0.0,0.059,,0.059095266142350646,1.3026340007781982,0.9799357945425361,0.9926829268292683,0.9862681744749596,2,success,
58283,15,upper_only,0.0,,0.06,0.059095266142350646,2.672437906265259,0.013832384052074858,0.013821138211382113,0.013826758845058967,2,success,
162,15,both_bounds,0.0,0.059,0.06,0.05902597327605123,1.1840770244598389,0.9696727853152434,0.9830097087378641,0.976295701084773,2,success,
162,15,lower_only,0.0,0.059,,0.05902597327605123,11.712132930755615,0.7061435973353072,0.7718446601941747,0.7375338229609586,2,success,
162,15,upper_only,0.0,,0.06,0.05902597327605123,1.3044061660766602,1.0,0.9813915857605178,0.99060841159657,2,success,
93344,15,both_bounds,0.0,0.058,0.059,0.058714155377703865,5.72438907623291,0.7664172901080631,0.7300079176563737,0.7477696674776967,2,success,
93344,15,lower_only,0.0,0.058,,0.058714155377703865,1.0836899280548096,0.9928286852589642,0.9865399841646872,0.9896743447180302,2,success,
93344,15,upper_only,0.0,,0.059,0.058714155377703865,1.6216988563537598,0.9927536231884058,0.9762470308788599,0.9844311377245509,2,success,
32584,15,both_bounds,0.0,0.057,0.058,0.05777870168266177,1.116339921951294,1.0,0.9992559523809523,0.9996278377372534,2,success,
32584,15,lower_only,0.0,0.057,,0.05777870168266177,3.0090200901031494,0.7853323147440795,0.7648809523809523,0.7749717301168488,2,success,
32584,15,upper_only,0.0,,0.058,0.05777870168266177,1.4268910884857178,1.0,0.9828869047619048,0.9913696060037523,2,success,
65447,15,both_bounds,0.0,0.059,0.06,0.059141461386550256,1.1621789932250977,0.9722222222222222,0.9706362153344209,0.9714285714285714,2,success,
65447,15,lower_only,0.0,0.059,,0.059141461386550256,2.119117021560669,0.0016012810248198558,0.0016313213703099511,0.0016161616161616162,2,success,
65447,15,upper_only,0.0,,0.06,0.059141461386550256,4.186805963516235,0.994142259414226,0.9690048939641109,0.9814126394052045,2,success,
84787,15,both_bounds,0.0,0.058,0.059,0.05873725299980367,1.150583028793335,1.0,0.9992069785884219,0.9996033320111067,2,success,
84787,15,lower_only,0.0,0.058,,0.05873725299980367,8.393631935119629,0.7891760904684976,0.774781919111816,0.7819127651060425,2,success,
84787,15,upper_only,0.0,,0.059,0.05873725299980367,4.186359882354736,1.0,0.9896907216494846,0.9948186528497409,2,success,
59934,15,both_bounds,0.0,0.058,0.059,0.05821755650255806,5.415008068084717,0.9841149773071104,0.9961715160796325,0.9901065449010654,2,success,
59934,15,lower_only,0.0,0.058,,0.05821755650255806,6.615918874740601,0.014154870940882597,0.013016845329249618,0.013562026326286399,2,success,
59934,15,upper_only,0.0,,0.059,0.05821755650255806,2.801406145095825,0.993841416474211,0.9885145482388974,0.9911708253358925,2,success,
6886,15,both_bounds,0.0,0.058,0.059,0.05817136125835845,2.227593183517456,0.9834586466165414,0.9984732824427481,0.990909090909091,2,success,
6886,15,lower_only,0.0,0.058,,0.05817136125835845,6.575033187866211,0.7925813777441333,0.7992366412213741,0.7958950969213227,2,success,
6886,15,upper_only,0.0,,0.059,0.05817136125835845,0.8531718254089355,1.0,0.982442748091603,0.9911436272622256,2,success,
89149,15,both_bounds,0.0,0.058,0.059,0.05878344824400328,1.1436750888824463,0.8216666666666667,0.7844073190135242,0.8026048026048026,2,success,
89149,15,lower_only,0.0,0.058,,0.05878344824400328,7.774386167526245,0.0,0.0,0.0,2,success,
89149,15,upper_only,0.0,,0.059,0.05878344824400328,7.98785400390625,1.0,1.0,1.0,2,success,
26253,15,both_bounds,0.0,0.059,0.06,0.05922230306389957,7.680346965789795,1.0,0.9958982772764561,0.9979449239621866,2,success,
26253,15,lower_only,0.0,0.059,,0.05922230306389957,1.884795904159546,0.0015408320493066256,0.0016406890894175555,0.0015891934843067143,2,success,
26253,15,upper_only,0.0,,0.06,0.05922230306389957,2.925554037094116,1.0,0.9770303527481542,0.9883817427385893,2,success,
