seed,max_sequence_length,case_name,deviation,lower_bound,upper_bound,exact_bound,runtime,precision,recall,f1,states,status,error_message
9471,25,upper_only,0.005,,0.028,0.02294442392735055,148.56703305244446,0.2186749055956059,0.26753464930701387,0.24064979221760482,2,success,
36624,25,both_bounds,0.0,0.022,0.023,0.022783443652168972,664.8882260322571,0.925678496868476,0.9052674561045324,0.9153592072667217,2,success,
36624,25,lower_only,0.0,0.022,,0.022783443652168972,100.62671995162964,0.38857142857142857,0.38873009391588403,0.3886507450500102,2,success,
36624,25,upper_only,0.0,,0.023,0.022783443652168972,621.7833020687103,0.12872117400419286,0.1253572886892609,0.12701696317749275,2,success,
36624,25,both_bounds,0.001,0.020999999999999998,0.024,0.022783443652168972,52.534202098846436,0.3879275653923541,0.39363005308289095,0.3907580056749088,2,success,
36624,25,lower_only,0.001,0.020999999999999998,,0.022783443652168972,430.10287404060364,0.0018148820326678765,0.0016333197223356473,0.0017193208682570384,2,success,
36624,25,upper_only,0.001,,0.024,0.022783443652168972,265.80298495292664,0.5196039603960396,0.5357288689260923,0.5275432247687978,2,success,
36624,25,both_bounds,0.002,0.019999999999999997,0.025,0.022783443652168972,51.649630069732666,0.3878372935964559,0.3932217231523071,0.3905109489051095,2,success,
36624,25,lower_only,0.002,0.019999999999999997,,0.022783443652168972,143.59219408035278,0.2995126273814798,0.2760310330747244,0.287292817679558,2,success,
36624,25,upper_only,0.002,,0.025,0.022783443652168972,645.8251249790192,0.6927851047323507,0.7292772560228665,0.710562960015914,2,success,
36624,25,both_bounds,0.003,0.019,0.026,0.022783443652168972,51.93101501464844,0.3936127744510978,0.40261331155573704,0.3980621719822366,2,success,
36624,25,lower_only,0.003,0.019,,0.022783443652168972,174.22796487808228,0.2885356454720617,0.24458962841976317,0.2647513812154696,2,success,
36624,25,upper_only,0.003,,0.026,0.022783443652168972,1605.3092620372772,0.5786657153050303,0.662311147407105,0.6176694592536177,2,success,
36624,25,both_bounds,0.004,0.018,0.027,0.022783443652168972,51.152398109436035,0.3936127744510978,0.40261331155573704,0.3980621719822366,2,success,
36624,25,lower_only,0.004,0.018,,0.022783443652168972,1024.7556569576263,0.0015376729882111738,0.0012249897917517355,0.0013636363636363637,2,success,
36624,25,upper_only,0.004,,0.027,0.022783443652168972,660.7138450145721,0.5041381792011514,0.5720702327480605,0.5359602142310635,2,success,
36624,25,both_bounds,0.005,0.016999999999999998,0.028,0.022783443652168972,50.67153215408325,0.3878372935964559,0.3932217231523071,0.3905109489051095,2,success,
36624,25,lower_only,0.005,0.016999999999999998,,0.022783443652168972,1205.9688620567322,0.8948475289169295,0.6949775418538179,0.7823488853137209,2,success,
36624,25,upper_only,0.005,,0.028,0.022783443652168972,770.6382369995117,0.2343695424380021,0.27398938342180484,0.2526355421686747,2,success,
39871,25,both_bounds,0.0,0.022,0.023,0.022892342073615332,45.31052589416504,0.349185380889476,0.33000416146483563,0.33932391955498503,2,success,
39871,25,lower_only,0.0,0.022,,0.022892342073615332,175.56068897247314,0.10270926000808735,0.10570120682480233,0.10418375717801477,2,success,
39871,25,upper_only,0.0,,0.023,0.022892342073615332,593.6974310874939,0.5088682432432432,0.5014565126924677,0.5051351917836931,2,success,
39871,25,both_bounds,0.001,0.020999999999999998,0.024,0.022892342073615332,144.97990012168884,0.015151515151515152,0.0149812734082397,0.015065913370998116,2,success,
39871,25,lower_only,0.001,0.020999999999999998,,0.022892342073615332,118.6687319278717,0.01010989010989011,0.00957136912193092,0.00983326207781103,2,success,
39871,25,upper_only,0.001,,0.024,0.022892342073615332,297.1782350540161,0.5082230244685119,0.527257594673325,0.5175653594771242,2,success,
39871,25,both_bounds,0.002,0.019999999999999997,0.025,0.022892342073615332,355.8324661254883,0.3042863871879416,0.2688306283811902,0.28546177640300485,2,success,
39871,25,lower_only,0.002,0.019999999999999997,,0.022892342073615332,699.6020579338074,0.0061147695202257765,0.005409904286308781,0.005740781629498786,2,success,
39871,25,upper_only,0.002,,0.025,0.022892342073615332,1386.9448280334473,0.3891348088531187,0.40241364960466086,0.39566284779050737,2,success,
39871,25,both_bounds,0.003,0.019,0.026,0.022892342073615332,114.01269698143005,0.17040029379361,0.19309196837286724,0.18103784627389777,2,success,
39871,25,lower_only,0.003,0.019,,0.022892342073615332,578.6815819740295,0.29886194952993567,0.2513524760715772,0.2730560578661845,2,success,
39871,25,upper_only,0.003,,0.026,0.022892342073615332,316.690721988678,0.8718431963814549,0.9625468164794008,0.9149525316455697,2,success,
39871,25,both_bounds,0.004,0.018,0.027,0.022892342073615332,95.7717080116272,0.21069182389937108,0.250936329588015,0.22905982905982905,2,success,
39871,25,lower_only,0.004,0.018,,0.022892342073615332,1669.268434047699,0.7820446289569278,0.6271327507282564,0.6960739030023094,2,success,
39871,25,upper_only,0.004,,0.027,0.022892342073615332,270.9994969367981,0.147918188458729,0.16853932584269662,0.1575568955456137,2,success,
39871,25,both_bounds,0.005,0.016999999999999998,0.028,0.022892342073615332,280.05302596092224,0.3538546866333888,0.26550145651269247,0.30337612933903946,2,success,
39871,25,lower_only,0.005,0.016999999999999998,,0.022892342073615332,4108.6370170116425,0.8489289740698985,0.6267166042446941,0.7210916926023462,2,success,
39871,25,upper_only,0.005,,0.028,0.022892342073615332,217.86562085151672,0.26697150896939853,0.31585518102372034,0.28936332443766677,2,success,
56085,25,both_bounds,0.0,0.022,0.023,0.022960995426266298,156.89053297042847,0.014072494669509595,0.013900589721988205,0.013986013986013986,2,success,
56085,25,lower_only,0.0,0.022,,0.022960995426266298,371.25248503685,0.009130434782608696,0.008845829823083403,0.008985879332477536,2,success,
56085,25,upper_only,0.0,,0.023,0.022960995426266298,128.92733502388,0.5194527575887131,0.5117944397641112,0.5155951623169955,2,success,
56085,25,both_bounds,0.001,0.020999999999999998,0.024,0.022960995426266298,43.92545199394226,0.705592841163311,0.6642796967144061,0.6843133000650901,2,success,
56085,25,lower_only,0.001,0.020999999999999998,,0.022960995426266298,124.21699380874634,0.008904719501335707,0.008424599831508003,0.008658008658008658,2,success,
56085,25,upper_only,0.001,,0.024,0.022960995426266298,284.58460807800293,0.7494891704127503,0.7725358045492839,0.7608380004148517,2,success,
56085,25,both_bounds,0.002,0.019999999999999997,0.025,0.022960995426266298,43.64390206336975,0.705592841163311,0.6642796967144061,0.6843133000650901,2,success,
56085,25,lower_only,0.002,0.019999999999999997,,0.022960995426266298,273.11417508125305,0.002286236854138089,0.0021061499578770007,0.0021925016443762333,2,success,
56085,25,upper_only,0.002,,0.025,0.022960995426266298,907.9539580345154,0.45252679938744256,0.497893850042123,0.4741275571600481,2,success,
56085,25,both_bounds,0.003,0.019,0.026,0.022960995426266298,44.395387172698975,0.705592841163311,0.6642796967144061,0.6843133000650901,2,success,
56085,25,lower_only,0.003,0.019,,0.022960995426266298,139.14841294288635,0.27904761904761904,0.2468407750631845,0.26195797943674565,2,success,
56085,25,upper_only,0.003,,0.026,0.022960995426266298,454.76239013671875,0.5540540540540541,0.6217354675652906,0.5859468042874156,2,success,
56085,25,both_bounds,0.004,0.018,0.027,0.022960995426266298,43.21451187133789,0.705592841163311,0.6642796967144061,0.6843133000650901,2,success,
56085,25,lower_only,0.004,0.018,,0.022960995426266298,318.2020049095154,0.006602336211274758,0.005475989890480202,0.005986645176145521,2,success,
56085,25,upper_only,0.004,,0.027,0.022960995426266298,645.2855141162872,0.7743835112256164,0.8862679022746419,0.8265566686309173,2,success,
56085,25,both_bounds,0.005,0.016999999999999998,0.028,0.022960995426266298,44.15551710128784,0.705592841163311,0.6642796967144061,0.6843133000650901,2,success,
56085,25,lower_only,0.005,0.016999999999999998,,0.022960995426266298,118.31581497192383,0.16342412451361868,0.12384161752316765,0.1409058231488138,2,success,
56085,25,upper_only,0.005,,0.028,0.022960995426266298,204.8419589996338,0.24758151200286635,0.2910699241786015,0.2675701839303001,2,success,
89095,25,both_bounds,0.0,0.022,0.023,0.022816586650000473,748.6603319644928,0.29795236105307144,0.29281314168377826,0.29536039768019884,2,success,
89095,25,lower_only,0.0,0.022,,0.022816586650000473,147.68783593177795,0.34338647134855665,0.3273100616016427,0.3351555929352397,2,success,
89095,25,upper_only,0.0,,0.023,0.022816586650000473,2557.180400133133,0.40728051391862957,0.39055441478439423,0.3987421383647799,2,success,
89095,25,both_bounds,0.001,0.020999999999999998,0.024,0.022816586650000473,101.05834913253784,0.002213368747233289,0.002053388090349076,0.0021303792074989347,2,success,
89095,25,lower_only,0.001,0.020999999999999998,,0.022816586650000473,719.151202917099,0.9545454545454546,0.8882956878850102,0.9202297383535418,2,success,
89095,25,upper_only,0.001,,0.024,0.022816586650000473,294.7815899848938,0.10992616899097621,0.11006160164271048,0.10999384362815515,2,success,
89095,25,both_bounds,0.002,0.019999999999999997,0.025,0.022816586650000473,104.2541561126709,0.12082957619477007,0.11006160164271048,0.11519449817322158,2,success,
89095,25,lower_only,0.002,0.019999999999999997,,0.022816586650000473,6625.081560134888,0.001873536299765808,0.0016427104722792608,0.00175054704595186,2,success,
89095,25,upper_only,0.002,,0.025,0.022816586650000473,141.77229499816895,0.8324303405572755,0.8833675564681724,0.8571428571428571,2,success,
89095,25,both_bounds,0.003,0.019,0.026,0.022816586650000473,99.26960587501526,0.11052417716375457,0.11170431211498973,0.1111111111111111,2,success,
89095,25,lower_only,0.003,0.019,,0.022816586650000473,3959.886219024658,0.8486171761280932,0.7182751540041068,0.7780249110320284,2,success,
89095,25,upper_only,0.003,,0.026,0.022816586650000473,553.0550510883331,0.16968325791855204,0.18480492813141683,0.17692156477295065,2,success,
89095,25,both_bounds,0.004,0.018,0.027,0.022816586650000473,90.4615159034729,0.14267782426778242,0.14004106776180697,0.14134715025906736,2,success,
89095,25,lower_only,0.004,0.018,,0.022816586650000473,124.16837406158447,0.7636549259826442,0.6143737166324436,0.6809285389167046,2,success,
89095,25,upper_only,0.004,,0.027,0.022816586650000473,276.875855922699,0.1699321778447626,0.18521560574948664,0.17724503831794067,2,success,
89095,25,both_bounds,0.005,0.016999999999999998,0.028,0.022816586650000473,102.44047594070435,0.23544776119402985,0.25913757700205337,0.24672531769305964,2,success,
89095,25,lower_only,0.005,0.016999999999999998,,0.022816586650000473,2045.0949220657349,0.7706905640484977,0.6004106776180698,0.6749769159741459,2,success,
89095,25,upper_only,0.005,,0.028,0.022816586650000473,398.0157639980316,0.46432300730943266,0.5478439425051335,0.5026375282592314,2,success,
