seed,class_a,class_b,num_states,deviation,case_name,lower_bound,upper_bound,exact_bound,runtime,precision,recall,f1,states,status,error_message
8938,1,4,7,,both_bounds,0.1,0.11,0.10227272727272728,0.11187982559204102,0.9,1.0,0.9473684210526315,7,success,
65447,1,3,10,,lower_only,0.1,,0.10227272727272728,0.12278914451599121,0.7272727272727273,0.8888888888888888,0.8,10,success,
9178,1,4,5,,upper_only,,0.11,0.10227272727272728,0.040608882904052734,1.0,0.6666666666666666,0.8,5,success,
70332,1,4,10,,upper_only,,0.11,0.10227272727272728,0.10305380821228027,0.8333333333333334,0.5555555555555556,0.6666666666666666,10,success,
98846,1,5,5,,lower_only,0.1,,0.10227272727272728,0.22294998168945312,1.0,0.5555555555555556,0.7142857142857143,5,success,
36624,1,3,9,,both_bounds,0.1,0.11,0.10227272727272728,0.09184384346008301,0.7272727272727273,0.8888888888888888,0.8,9,success,
7239,1,3,9,,upper_only,,0.11,0.10227272727272728,0.07970595359802246,0.9,1.0,0.9473684210526315,9,success,
56085,1,3,8,,both_bounds,0.1,0.11,0.10227272727272728,0.09462094306945801,1.0,0.8888888888888888,0.9411764705882353,8,success,
97635,1,4,10,,lower_only,0.1,,0.10227272727272728,0.4934530258178711,1.0,0.8888888888888888,0.9411764705882353,10,success,
39161,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.05364799499511719,1.0,1.0,1.0,4,success,
11298,1,4,9,,both_bounds,0.1,0.11,0.10227272727272728,0.11328697204589844,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,success,
51134,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.02813100814819336,1.0,1.0,1.0,4,success,
70332,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.017869949340820312,0.8888888888888888,0.8888888888888888,0.8888888888888888,2,success,
79820,1,3,6,,upper_only,,0.11,0.10227272727272728,0.06637096405029297,0.9,1.0,0.9473684210526315,6,success,
69007,1,4,7,,lower_only,0.1,,0.10227272727272728,0.1592848300933838,0.8888888888888888,0.8888888888888888,0.8888888888888888,7,success,
79121,1,4,5,,both_bounds,0.1,0.11,0.10227272727272728,0.034438133239746094,1.0,1.0,1.0,5,success,
58283,1,4,4,,upper_only,,0.11,0.10227272727272728,0.34888195991516113,0.8181818181818182,1.0,0.9,4,success,
85303,1,4,8,,both_bounds,0.1,0.11,0.10227272727272728,0.2043321132659912,0.6923076923076923,1.0,0.8181818181818182,8,success,
70332,1,5,2,,lower_only,0.1,,0.10227272727272728,0.03227114677429199,1.0,1.0,1.0,2,success,
9178,1,4,6,,both_bounds,0.1,0.11,0.10227272727272728,0.041597843170166016,1.0,0.6666666666666666,0.8,6,success,
75385,1,3,9,,both_bounds,0.1,0.11,0.10227272727272728,0.09624195098876953,1.0,0.6666666666666666,0.8,9,success,
51134,1,5,4,,lower_only,0.1,,0.10227272727272728,0.051283836364746094,1.0,1.0,1.0,4,success,
39161,1,5,4,,lower_only,0.1,,0.10227272727272728,0.0898740291595459,0.8888888888888888,0.8888888888888888,0.8888888888888888,4,success,
29382,1,4,9,,lower_only,0.1,,0.10227272727272728,0.15082597732543945,0.6,0.6666666666666666,0.631578947368421,9,success,
72994,1,4,10,,lower_only,0.1,,0.10227272727272728,0.25062012672424316,0.7777777777777778,0.7777777777777778,0.7777777777777778,10,success,
58283,1,4,5,,both_bounds,0.1,0.11,0.10227272727272728,0.03367900848388672,0.8888888888888888,0.8888888888888888,0.8888888888888888,5,success,
87228,1,4,10,,upper_only,,0.11,0.10227272727272728,0.19800305366516113,0.6666666666666666,0.8888888888888888,0.7619047619047619,10,success,
70332,1,5,2,,upper_only,,0.11,0.10227272727272728,0.09196591377258301,0.8888888888888888,0.8888888888888888,0.8888888888888888,2,success,
36624,1,3,9,,lower_only,0.1,,0.10227272727272728,0.09051990509033203,0.8,0.8888888888888888,0.8421052631578947,9,success,
7239,1,3,10,,both_bounds,0.1,0.11,0.10227272727272728,0.0778348445892334,0.625,0.5555555555555556,0.5882352941176471,10,success,
79121,1,4,5,,lower_only,0.1,,0.10227272727272728,0.09207797050476074,0.7777777777777778,0.7777777777777778,0.7777777777777778,5,success,
65447,1,3,10,,upper_only,,0.11,0.10227272727272728,0.13647222518920898,0.7777777777777778,0.7777777777777778,0.7777777777777778,10,success,
79820,1,3,7,,both_bounds,0.1,0.11,0.10227272727272728,0.07083010673522949,1.0,1.0,1.0,7,success,
56085,1,3,8,,lower_only,0.1,,0.10227272727272728,0.11417508125305176,1.0,0.8888888888888888,0.9411764705882353,8,success,
87228,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.014539957046508789,1.0,1.0,1.0,2,success,
93344,1,4,10,,upper_only,,0.11,0.10227272727272728,0.13339519500732422,0.6428571428571429,1.0,0.782608695652174,10,success,
11298,1,4,9,,lower_only,0.1,,0.10227272727272728,0.09703397750854492,0.8,0.8888888888888888,0.8421052631578947,9,success,
9178,1,4,6,,lower_only,0.1,,0.10227272727272728,0.04912900924682617,0.8333333333333334,0.5555555555555556,0.6666666666666666,6,success,
51134,1,5,4,,upper_only,,0.11,0.10227272727272728,0.05973100662231445,1.0,0.8888888888888888,0.9411764705882353,4,success,
70332,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.019248008728027344,1.0,0.5555555555555556,0.7142857142857143,3,success,
65447,1,4,2,,both_bounds,0.1,0.11,0.10227272727272728,0.015715837478637695,1.0,1.0,1.0,2,success,
87228,1,5,2,,lower_only,0.1,,0.10227272727272728,0.017613887786865234,1.0,1.0,1.0,2,success,
93344,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.015990018844604492,0.8181818181818182,1.0,0.9,2,success,
65447,1,4,2,,lower_only,0.1,,0.10227272727272728,0.016081809997558594,1.0,1.0,1.0,2,success,
58283,1,4,5,,lower_only,0.1,,0.10227272727272728,0.0690300464630127,1.0,1.0,1.0,5,success,
79121,1,4,5,,upper_only,,0.11,0.10227272727272728,0.042250871658325195,0.8181818181818182,1.0,0.9,5,success,
87228,1,5,2,,upper_only,,0.11,0.10227272727272728,0.018169879913330078,0.75,1.0,0.8571428571428571,2,success,
97635,1,4,10,,upper_only,,0.11,0.10227272727272728,0.16326498985290527,0.875,0.7777777777777778,0.8235294117647058,10,success,
70332,1,5,3,,lower_only,0.1,,0.10227272727272728,0.04761910438537598,0.8888888888888888,0.8888888888888888,0.8888888888888888,3,success,
59934,1,2,10,,lower_only,0.1,,0.10227272727272728,1.8915278911590576,1.0,0.6666666666666666,0.8,10,success,
93344,1,5,2,,lower_only,0.1,,0.10227272727272728,0.01961994171142578,1.0,1.0,1.0,2,success,
75385,1,3,9,,lower_only,0.1,,0.10227272727272728,0.09609198570251465,0.8571428571428571,0.6666666666666666,0.75,9,success,
65447,1,4,2,,upper_only,,0.11,0.10227272727272728,0.022049903869628906,0.8181818181818182,1.0,0.9,2,success,
85303,1,4,8,,lower_only,0.1,,0.10227272727272728,0.183150053024292,0.7777777777777778,0.7777777777777778,0.7777777777777778,8,success,
51134,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.037374019622802734,1.0,1.0,1.0,5,success,
87228,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.017045974731445312,1.0,1.0,1.0,3,success,
9178,1,4,6,,upper_only,,0.11,0.10227272727272728,0.05270504951477051,0.875,0.7777777777777778,0.8235294117647058,6,success,
97635,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.03685307502746582,1.0,1.0,1.0,2,success,
36624,1,3,9,,upper_only,,0.11,0.10227272727272728,0.09830403327941895,0.8,0.8888888888888888,0.8421052631578947,9,success,
79820,1,3,7,,lower_only,0.1,,0.10227272727272728,0.08861804008483887,0.8181818181818182,1.0,0.9,7,success,
8938,1,4,7,,lower_only,0.1,,0.10227272727272728,0.5483410358428955,0.8,0.8888888888888888,0.8421052631578947,7,success,
93344,1,5,2,,upper_only,,0.11,0.10227272727272728,0.0711359977722168,1.0,1.0,1.0,2,success,
65447,1,4,3,,both_bounds,0.1,0.11,0.10227272727272728,0.01887679100036621,0.6363636363636364,0.7777777777777778,0.7,3,success,
7239,1,3,10,,lower_only,0.1,,0.10227272727272728,0.12072896957397461,0.5555555555555556,0.5555555555555556,0.5555555555555556,10,success,
70332,1,5,3,,upper_only,,0.11,0.10227272727272728,0.08570384979248047,1.0,0.5555555555555556,0.7142857142857143,3,success,
29382,1,4,9,,upper_only,,0.11,0.10227272727272728,0.13370800018310547,0.9,1.0,0.9473684210526315,9,success,
11298,1,4,9,,upper_only,,0.11,0.10227272727272728,0.0873880386352539,0.7777777777777778,0.7777777777777778,0.7777777777777778,9,success,
97635,1,5,2,,lower_only,0.1,,0.10227272727272728,0.02764105796813965,1.0,1.0,1.0,2,success,
56085,1,3,8,,upper_only,,0.11,0.10227272727272728,0.12380504608154297,1.0,1.0,1.0,8,success,
93344,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.019297122955322266,0.9,1.0,0.9473684210526315,3,success,
79121,1,4,6,,both_bounds,0.1,0.11,0.10227272727272728,0.08308219909667969,1.0,1.0,1.0,6,success,
58283,1,4,5,,upper_only,,0.11,0.10227272727272728,0.16388201713562012,0.9,1.0,0.9473684210526315,5,success,
51134,1,5,5,,lower_only,0.1,,0.10227272727272728,0.0711209774017334,0.875,0.7777777777777778,0.8235294117647058,5,success,
65447,1,4,3,,lower_only,0.1,,0.10227272727272728,0.0580899715423584,0.75,1.0,0.8571428571428571,3,success,
87228,1,5,3,,lower_only,0.1,,0.10227272727272728,0.16229915618896484,0.9,1.0,0.9473684210526315,3,success,
39161,1,5,4,,upper_only,,0.11,0.10227272727272728,0.48368310928344727,0.8,0.8888888888888888,0.8421052631578947,4,success,
97635,1,5,2,,upper_only,,0.11,0.10227272727272728,0.08805012702941895,1.0,1.0,1.0,2,success,
70332,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.06778788566589355,0.8,0.4444444444444444,0.5714285714285714,4,success,
9178,1,4,7,,both_bounds,0.1,0.11,0.10227272727272728,0.06884288787841797,0.875,0.7777777777777778,0.8235294117647058,7,success,
75385,1,3,9,,upper_only,,0.11,0.10227272727272728,0.11872506141662598,0.75,0.6666666666666666,0.7058823529411765,9,success,
79820,1,3,7,,upper_only,,0.11,0.10227272727272728,0.0645909309387207,0.9,1.0,0.9473684210526315,7,success,
72994,1,4,10,,upper_only,,0.11,0.10227272727272728,0.299030065536499,0.7777777777777778,0.7777777777777778,0.7777777777777778,10,success,
98846,1,5,5,,upper_only,,0.11,0.10227272727272728,0.8457200527191162,0.8333333333333334,0.5555555555555556,0.6666666666666666,5,success,
69007,1,4,7,,upper_only,,0.11,0.10227272727272728,0.641524076461792,1.0,1.0,1.0,7,success,
87228,1,5,3,,upper_only,,0.11,0.10227272727272728,0.04425621032714844,0.8,0.8888888888888888,0.8421052631578947,3,success,
65447,1,4,3,,upper_only,,0.11,0.10227272727272728,0.05979180335998535,0.6363636363636364,0.7777777777777778,0.7,3,success,
8938,1,4,7,,upper_only,,0.11,0.10227272727272728,0.09710288047790527,0.9,1.0,0.9473684210526315,7,success,
97635,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.01966094970703125,0.8888888888888888,0.8888888888888888,0.8888888888888888,3,success,
36624,1,3,10,,both_bounds,0.1,0.11,0.10227272727272728,0.08482718467712402,0.75,1.0,0.8571428571428571,10,success,
72994,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.015175104141235352,1.0,1.0,1.0,2,success,
85303,1,4,8,,upper_only,,0.11,0.10227272727272728,0.15642619132995605,0.6923076923076923,1.0,0.8181818181818182,8,success,
58283,1,4,6,,both_bounds,0.1,0.11,0.10227272727272728,0.04560089111328125,1.0,1.0,1.0,6,success,
79121,1,4,6,,lower_only,0.1,,0.10227272727272728,0.06344795227050781,1.0,0.7777777777777778,0.875,6,success,
93344,1,5,3,,lower_only,0.1,,0.10227272727272728,0.16798615455627441,0.7777777777777778,0.7777777777777778,0.7777777777777778,3,success,
7239,1,3,10,,upper_only,,0.11,0.10227272727272728,0.10630011558532715,0.75,1.0,0.8571428571428571,10,success,
72994,1,5,2,,lower_only,0.1,,0.10227272727272728,0.01524496078491211,1.0,1.0,1.0,2,success,
87228,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.02323293685913086,0.75,1.0,0.8571428571428571,4,success,
11298,1,4,10,,both_bounds,0.1,0.11,0.10227272727272728,0.0834970474243164,0.875,0.7777777777777778,0.8235294117647058,10,success,
70332,1,5,4,,lower_only,0.1,,0.10227272727272728,0.13163304328918457,0.8888888888888888,0.8888888888888888,0.8888888888888888,4,success,
97635,1,5,3,,lower_only,0.1,,0.10227272727272728,0.056860923767089844,0.8888888888888888,0.8888888888888888,0.8888888888888888,3,success,
7239,1,4,2,,both_bounds,0.1,0.11,0.10227272727272728,0.015381097793579102,0.75,1.0,0.8571428571428571,2,success,
65447,1,4,4,,both_bounds,0.1,0.11,0.10227272727272728,0.0739281177520752,0.6666666666666666,0.8888888888888888,0.7619047619047619,4,success,
56085,1,3,9,,both_bounds,0.1,0.11,0.10227272727272728,0.14150500297546387,1.0,1.0,1.0,9,success,
39161,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.15634894371032715,0.9,1.0,0.9473684210526315,5,success,
72994,1,5,2,,upper_only,,0.11,0.10227272727272728,0.0709378719329834,1.0,1.0,1.0,2,success,
79820,1,3,8,,both_bounds,0.1,0.11,0.10227272727272728,0.06219220161437988,1.0,1.0,1.0,8,success,
29382,1,4,10,,both_bounds,0.1,0.11,0.10227272727272728,0.19005799293518066,0.8888888888888888,0.8888888888888888,0.8888888888888888,10,success,
7239,1,4,2,,lower_only,0.1,,0.10227272727272728,0.03915691375732422,0.8181818181818182,1.0,0.9,2,success,
98846,1,5,6,,both_bounds,0.1,0.11,0.10227272727272728,0.0558319091796875,0.8333333333333334,0.5555555555555556,0.6666666666666666,6,success,
51134,1,5,5,,upper_only,,0.11,0.10227272727272728,0.302487850189209,0.9,1.0,0.9473684210526315,5,success,
70332,1,5,4,,upper_only,,0.11,0.10227272727272728,0.04812502861022949,0.8181818181818182,1.0,0.9,4,success,
79121,1,4,6,,upper_only,,0.11,0.10227272727272728,0.09483599662780762,0.75,1.0,0.8571428571428571,6,success,
58283,1,4,6,,lower_only,0.1,,0.10227272727272728,0.10406303405761719,0.6923076923076923,1.0,0.8181818181818182,6,success,
72994,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.018700838088989258,1.0,1.0,1.0,3,success,
75385,1,3,10,,both_bounds,0.1,0.11,0.10227272727272728,0.11684298515319824,1.0,0.6666666666666666,0.8,10,success,
7239,1,4,2,,upper_only,,0.11,0.10227272727272728,0.01960301399230957,0.75,1.0,0.8571428571428571,2,success,
8938,1,4,8,,both_bounds,0.1,0.11,0.10227272727272728,0.12354707717895508,0.8,0.8888888888888888,0.8421052631578947,8,success,
9178,1,4,7,,lower_only,0.1,,0.10227272727272728,0.2104628086090088,1.0,0.4444444444444444,0.6153846153846154,7,success,
87228,1,5,4,,lower_only,0.1,,0.10227272727272728,0.20022201538085938,0.6923076923076923,1.0,0.8181818181818182,4,success,
36624,1,3,10,,lower_only,0.1,,0.10227272727272728,0.1343059539794922,0.6923076923076923,1.0,0.8181818181818182,10,success,
93344,1,5,3,,upper_only,,0.11,0.10227272727272728,0.2522881031036377,0.9,1.0,0.9473684210526315,3,success,
7239,1,4,3,,both_bounds,0.1,0.11,0.10227272727272728,0.038311004638671875,0.8,0.8888888888888888,0.8421052631578947,3,success,
70332,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.03480982780456543,0.8888888888888888,0.8888888888888888,0.8888888888888888,5,success,
72994,1,5,3,,lower_only,0.1,,0.10227272727272728,0.0744941234588623,0.8333333333333334,0.5555555555555556,0.6666666666666666,3,success,
97635,1,5,3,,upper_only,,0.11,0.10227272727272728,0.24583220481872559,1.0,0.8888888888888888,0.9411764705882353,3,success,
87228,1,5,4,,upper_only,,0.11,0.10227272727272728,0.028544902801513672,0.6428571428571429,1.0,0.782608695652174,4,success,
51134,1,5,6,,both_bounds,0.1,0.11,0.10227272727272728,0.05135989189147949,1.0,1.0,1.0,6,success,
79820,1,3,8,,lower_only,0.1,,0.10227272727272728,0.08371591567993164,1.0,1.0,1.0,8,success,
11298,1,4,10,,lower_only,0.1,,0.10227272727272728,0.1394519805908203,0.875,0.7777777777777778,0.8235294117647058,10,success,
7239,1,4,3,,lower_only,0.1,,0.10227272727272728,0.02469491958618164,1.0,1.0,1.0,3,success,
72994,1,5,3,,upper_only,,0.11,0.10227272727272728,0.04804396629333496,0.9,1.0,0.9473684210526315,3,success,
93344,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.028306007385253906,0.6,0.6666666666666666,0.631578947368421,4,success,
79121,1,4,7,,both_bounds,0.1,0.11,0.10227272727272728,0.092681884765625,0.7,0.7777777777777778,0.7368421052631579,7,success,
97635,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.02672290802001953,1.0,0.8888888888888888,0.9411764705882353,4,success,
114,1,2,8,,upper_only,,0.11,0.10227272727272728,2.2706949710845947,0.8333333333333334,0.5555555555555556,0.6666666666666666,8,success,
85303,1,4,9,,both_bounds,0.1,0.11,0.10227272727272728,0.25559115409851074,0.9,1.0,0.9473684210526315,9,success,
56085,1,3,9,,lower_only,0.1,,0.10227272727272728,0.16443109512329102,0.875,0.7777777777777778,0.8235294117647058,9,success,
58283,1,4,6,,upper_only,,0.11,0.10227272727272728,0.20506000518798828,0.6666666666666666,0.8888888888888888,0.7619047619047619,6,success,
7239,1,4,3,,upper_only,,0.11,0.10227272727272728,0.033548831939697266,0.6363636363636364,0.7777777777777778,0.7,3,success,
65447,1,4,4,,lower_only,0.1,,0.10227272727272728,0.38230299949645996,0.7777777777777778,0.7777777777777778,0.7777777777777778,4,success,
87228,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.05915498733520508,0.6923076923076923,1.0,0.8181818181818182,5,success,
69007,1,4,8,,both_bounds,0.1,0.11,0.10227272727272728,0.4416940212249756,0.9,1.0,0.9473684210526315,8,success,
72994,1,5,4,,both_bounds,0.1,0.11,0.10227272727272728,0.022797107696533203,0.9,1.0,0.9473684210526315,4,success,
98846,1,5,6,,lower_only,0.1,,0.10227272727272728,0.24946308135986328,1.0,0.3333333333333333,0.5,6,success,
75385,1,3,10,,lower_only,0.1,,0.10227272727272728,0.1392369270324707,0.9,1.0,0.9473684210526315,10,success,
9178,1,4,7,,upper_only,,0.11,0.10227272727272728,0.19354510307312012,0.8333333333333334,0.5555555555555556,0.6666666666666666,7,success,
93344,1,5,4,,lower_only,0.1,,0.10227272727272728,0.03461909294128418,0.9,1.0,0.9473684210526315,4,success,
8938,1,4,8,,lower_only,0.1,,0.10227272727272728,0.17319607734680176,0.8888888888888888,0.8888888888888888,0.8888888888888888,8,success,
36624,1,3,10,,upper_only,,0.11,0.10227272727272728,0.10178613662719727,0.8181818181818182,1.0,0.9,10,success,
29382,1,4,10,,lower_only,0.1,,0.10227272727272728,0.23326492309570312,0.6363636363636364,0.7777777777777778,0.7,10,success,
7239,1,4,4,,both_bounds,0.1,0.11,0.10227272727272728,0.026027202606201172,0.75,1.0,0.8571428571428571,4,success,
39161,1,5,5,,lower_only,0.1,,0.10227272727272728,0.46936798095703125,0.9,1.0,0.9473684210526315,5,success,
79820,1,3,8,,upper_only,,0.11,0.10227272727272728,0.08169102668762207,1.0,1.0,1.0,8,success,
51134,1,5,6,,lower_only,0.1,,0.10227272727272728,0.13791704177856445,1.0,1.0,1.0,6,success,
70332,1,5,5,,lower_only,0.1,,0.10227272727272728,0.2649729251861572,0.8333333333333334,0.5555555555555556,0.6666666666666666,5,success,
65447,1,4,4,,upper_only,,0.11,0.10227272727272728,0.04925394058227539,0.6666666666666666,0.8888888888888888,0.7619047619047619,4,success,
87228,1,5,5,,lower_only,0.1,,0.10227272727272728,0.038285017013549805,0.6923076923076923,1.0,0.8181818181818182,5,success,
36624,1,4,2,,both_bounds,0.1,0.11,0.10227272727272728,0.01518392562866211,0.9,1.0,0.9473684210526315,2,success,
79121,1,4,7,,lower_only,0.1,,0.10227272727272728,0.09631586074829102,0.7777777777777778,0.7777777777777778,0.7777777777777778,7,success,
89149,1,2,9,,upper_only,,0.11,0.10227272727272728,2.190735101699829,0.8,0.8888888888888888,0.8421052631578947,9,success,
58283,1,4,7,,both_bounds,0.1,0.11,0.10227272727272728,0.05996990203857422,0.75,1.0,0.8571428571428571,7,success,
93344,1,5,4,,upper_only,,0.11,0.10227272727272728,0.06799793243408203,0.6428571428571429,1.0,0.782608695652174,4,success,
36624,1,4,2,,lower_only,0.1,,0.10227272727272728,0.04092001914978027,1.0,1.0,1.0,2,success,
72994,1,5,4,,lower_only,0.1,,0.10227272727272728,0.16525506973266602,0.7142857142857143,0.5555555555555556,0.625,4,success,
11298,1,4,10,,upper_only,,0.11,0.10227272727272728,0.1339740753173828,0.8333333333333334,0.5555555555555556,0.6666666666666666,10,success,
65447,1,4,5,,both_bounds,0.1,0.11,0.10227272727272728,0.03564000129699707,0.6363636363636364,0.7777777777777778,0.7,5,success,
36624,1,4,2,,upper_only,,0.11,0.10227272727272728,0.04262208938598633,0.9,1.0,0.9473684210526315,2,success,
70332,1,5,5,,upper_only,,0.11,0.10227272727272728,0.07779097557067871,0.8888888888888888,0.8888888888888888,0.8888888888888888,5,success,
56085,1,3,9,,upper_only,,0.11,0.10227272727272728,0.11845898628234863,0.875,0.7777777777777778,0.8235294117647058,9,success,
87228,1,5,5,,upper_only,,0.11,0.10227272727272728,0.09331393241882324,0.7272727272727273,0.8888888888888888,0.8,5,success,
9178,1,4,8,,both_bounds,0.1,0.11,0.10227272727272728,0.0855569839477539,0.875,0.7777777777777778,0.8235294117647058,8,success,
11298,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.01738905906677246,1.0,1.0,1.0,2,success,
51134,1,5,6,,upper_only,,0.11,0.10227272727272728,0.08456015586853027,0.8,0.8888888888888888,0.8421052631578947,6,success,
39161,1,5,5,,upper_only,,0.11,0.10227272727272728,0.1263258457183838,1.0,1.0,1.0,5,success,
72994,1,5,4,,upper_only,,0.11,0.10227272727272728,0.0497441291809082,0.7142857142857143,0.5555555555555556,0.625,4,success,
36624,1,4,3,,both_bounds,0.1,0.11,0.10227272727272728,0.0184628963470459,0.9,1.0,0.9473684210526315,3,success,
79820,1,3,9,,both_bounds,0.1,0.11,0.10227272727272728,0.07542705535888672,1.0,1.0,1.0,9,success,
75385,1,3,10,,upper_only,,0.11,0.10227272727272728,0.14658498764038086,0.8181818181818182,1.0,0.9,10,success,
8938,1,4,8,,upper_only,,0.11,0.10227272727272728,0.13935613632202148,0.9,1.0,0.9473684210526315,8,success,
93344,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.058338165283203125,0.6363636363636364,0.7777777777777778,0.7,5,success,
79121,1,4,7,,upper_only,,0.11,0.10227272727272728,0.11641097068786621,0.8181818181818182,1.0,0.9,7,success,
98846,1,5,6,,upper_only,,0.11,0.10227272727272728,0.2973470687866211,0.8333333333333334,0.5555555555555556,0.6666666666666666,6,success,
85303,1,4,9,,lower_only,0.1,,0.10227272727272728,0.26688098907470703,0.6428571428571429,1.0,0.782608695652174,9,success,
69007,1,4,8,,lower_only,0.1,,0.10227272727272728,0.23014616966247559,1.0,1.0,1.0,8,success,
58283,1,4,7,,lower_only,0.1,,0.10227272727272728,0.10199499130249023,0.875,0.7777777777777778,0.8235294117647058,7,success,
65447,1,4,5,,lower_only,0.1,,0.10227272727272728,0.05917692184448242,1.0,1.0,1.0,5,success,
75385,1,4,2,,both_bounds,0.1,0.11,0.10227272727272728,0.036667823791503906,0.7777777777777778,0.7777777777777778,0.7777777777777778,2,success,
36624,1,4,3,,lower_only,0.1,,0.10227272727272728,0.04674983024597168,0.8181818181818182,1.0,0.9,3,success,
97635,1,5,4,,lower_only,0.1,,0.10227272727272728,0.5543432235717773,0.8333333333333334,0.5555555555555556,0.6666666666666666,4,success,
87228,1,5,6,,both_bounds,0.1,0.11,0.10227272727272728,0.06113004684448242,0.9,1.0,0.9473684210526315,6,success,
72994,1,5,5,,both_bounds,0.1,0.11,0.10227272727272728,0.030759096145629883,1.0,1.0,1.0,5,success,
11298,1,5,2,,lower_only,0.1,,0.10227272727272728,0.14114117622375488,1.0,1.0,1.0,2,success,
75385,1,4,2,,lower_only,0.1,,0.10227272727272728,0.027959108352661133,1.0,1.0,1.0,2,success,
7239,1,4,4,,lower_only,0.1,,0.10227272727272728,0.463670015335083,0.8,0.8888888888888888,0.8421052631578947,4,success,
36624,1,4,3,,upper_only,,0.11,0.10227272727272728,0.02968001365661621,0.6666666666666666,0.8888888888888888,0.7619047619047619,3,success,
11298,1,5,2,,upper_only,,0.11,0.10227272727272728,0.04132890701293945,1.0,1.0,1.0,2,success,
70332,1,5,6,,both_bounds,0.1,0.11,0.10227272727272728,0.17778587341308594,0.9,1.0,0.9473684210526315,6,success,
93344,1,5,5,,lower_only,0.1,,0.10227272727272728,0.06610989570617676,0.7272727272727273,0.8888888888888888,0.8,5,success,
29382,1,4,10,,upper_only,,0.11,0.10227272727272728,0.2942368984222412,0.6363636363636364,0.7777777777777778,0.7,10,success,
75385,1,4,2,,upper_only,,0.11,0.10227272727272728,0.03616619110107422,1.0,1.0,1.0,2,success,
51134,1,5,7,,both_bounds,0.1,0.11,0.10227272727272728,0.14018797874450684,0.8888888888888888,0.8888888888888888,0.8888888888888888,7,success,
75385,1,4,3,,both_bounds,0.1,0.11,0.10227272727272728,0.016231060028076172,1.0,1.0,1.0,3,success,
7239,1,4,4,,upper_only,,0.11,0.10227272727272728,0.03522205352783203,0.6363636363636364,0.7777777777777778,0.7,4,success,
11298,1,5,3,,both_bounds,0.1,0.11,0.10227272727272728,0.02193593978881836,0.8888888888888888,0.8888888888888888,0.8888888888888888,3,success,
36624,1,4,4,,both_bounds,0.1,0.11,0.10227272727272728,0.04791998863220215,1.0,1.0,1.0,4,success,
65447,1,4,5,,upper_only,,0.11,0.10227272727272728,0.1532909870147705,0.8181818181818182,1.0,0.9,5,success,
79121,1,4,8,,both_bounds,0.1,0.11,0.10227272727272728,0.0984649658203125,0.875,0.7777777777777778,0.8235294117647058,8,success,
29382,1,5,2,,both_bounds,0.1,0.11,0.10227272727272728,0.037129878997802734,1.0,1.0,1.0,2,success,
79820,1,3,9,,lower_only,0.1,,0.10227272727272728,0.1510012149810791,0.8181818181818182,1.0,0.9,9,success,
98846,1,5,7,,both_bounds,0.1,0.11,0.10227272727272728,0.09399986267089844,1.0,1.0,1.0,7,success,
59934,1,2,10,,upper_only,,0.11,0.10227272727272728,1.667374849319458,0.8,0.8888888888888888,0.8421052631578947,10,success,
87228,1,5,6,,lower_only,0.1,,0.10227272727272728,0.06529998779296875,0.7272727272727273,0.8888888888888888,0.8,6,success,
58283,1,4,7,,upper_only,,0.11,0.10227272727272728,0.1047821044921875,0.9,1.0,0.9473684210526315,7,success,
72994,1,5,5,,lower_only,0.1,,0.10227272727272728,0.2011401653289795,0.9,1.0,0.9473684210526315,5,success,
56085,1,3,10,,both_bounds,0.1,0.11,0.10227272727272728,0.20180606842041016,1.0,0.8888888888888888,0.9411764705882353,10,success,
39161,1,5,6,,both_bounds,0.1,0.11,0.10227272727272728,0.31326985359191895,0.875,0.7777777777777778,0.8235294117647058,6,success,
29382,1,5,2,,lower_only,0.1,,0.10227272727272728,0.03571295738220215,1.0,1.0,1.0,2,success,
70332,1,5,6,,lower_only,0.1,,0.10227272727272728,0.07979297637939453,0.6666666666666666,0.4444444444444444,0.5333333333333333,6,success,
