seed,class_a,class_b,num_states,deviation,case_name,distance_function,runtime,precision,recall,f1,states,status,error_message
70332,0,3,8,,distance,levenshtein,1.910478115081787,1.0,1.0,1.0,8,success,
69007,0,4,9,,distance,levenshtein,0.7266690731048584,0.7777777777777778,1.0,0.875,9,success,
89095,0,3,7,,distance,levenshtein,0.6904401779174805,0.7777777777777778,1.0,0.875,7,success,
56085,0,4,6,,distance,levenshtein,1.156912088394165,0.875,1.0,0.9333333333333333,6,success,
87228,0,2,7,,distance,levenshtein,0.7029449939727783,0.7777777777777778,1.0,0.875,7,success,
65447,0,4,7,,distance,levenshtein,0.6285688877105713,0.7777777777777778,1.0,0.875,7,success,
79121,0,4,8,,distance,levenshtein,0.7275741100311279,1.0,1.0,1.0,8,success,
55151,0,3,8,,distance,levenshtein,0.7456259727478027,1.0,1.0,1.0,8,success,
58283,0,3,9,,distance,levenshtein,4.584316968917847,0.875,1.0,0.9333333333333333,9,success,
8938,0,3,5,,distance,levenshtein,1.2283380031585693,0.875,1.0,0.9333333333333333,5,success,
68503,0,2,5,,distance,levenshtein,0.18809890747070312,0.875,1.0,0.9333333333333333,5,success,
72994,0,4,6,,distance,levenshtein,6.462355136871338,0.875,1.0,0.9333333333333333,6,success,
33653,0,2,10,,distance,levenshtein,4.41257905960083,0.7777777777777778,1.0,0.875,10,success,
26253,0,3,8,,distance,levenshtein,3.337480068206787,0.875,1.0,0.9333333333333333,8,success,
3075,0,2,4,,distance,levenshtein,2.6752798557281494,0.7,1.0,0.8235294117647058,4,success,
33653,0,3,2,,distance,levenshtein,0.047593116760253906,0.7777777777777778,1.0,0.875,2,success,
63198,0,3,5,,distance,levenshtein,3.1676840782165527,0.7777777777777778,1.0,0.875,5,success,
33653,0,3,3,,distance,levenshtein,0.09089803695678711,0.7777777777777778,1.0,0.875,3,success,
36624,0,2,9,,distance,levenshtein,7.6339499950408936,0.7142857142857143,0.7142857142857143,0.7142857142857143,9,success,
56085,0,4,7,,distance,levenshtein,0.41414308547973633,0.875,1.0,0.9333333333333333,7,success,
9178,0,4,5,,distance,levenshtein,2.5316741466522217,0.7777777777777778,1.0,0.875,5,success,
89095,0,3,8,,distance,levenshtein,0.4803750514984131,0.7777777777777778,1.0,0.875,8,success,
93344,0,4,10,,distance,levenshtein,0.821403980255127,1.0,1.0,1.0,10,success,
72994,0,4,7,,distance,levenshtein,0.3660459518432617,0.875,1.0,0.9333333333333333,7,success,
68503,0,2,6,,distance,levenshtein,0.24248909950256348,0.875,1.0,0.9333333333333333,6,success,
33653,0,3,4,,distance,levenshtein,0.19169402122497559,0.7777777777777778,1.0,0.875,4,success,
3075,0,2,5,,distance,levenshtein,0.30251216888427734,0.7,1.0,0.8235294117647058,5,success,
93344,0,5,2,,distance,levenshtein,0.10622501373291016,1.0,1.0,1.0,2,success,
65447,0,4,8,,distance,levenshtein,0.6748549938201904,0.7777777777777778,1.0,0.875,8,success,
70332,0,3,9,,distance,levenshtein,1.0237610340118408,1.0,1.0,1.0,9,success,
69007,0,4,10,,distance,levenshtein,0.8927159309387207,0.7777777777777778,1.0,0.875,10,success,
97635,0,3,10,,distance,levenshtein,2.8210999965667725,1.0,1.0,1.0,10,success,
87228,0,2,8,,distance,levenshtein,0.7690520286560059,0.7777777777777778,1.0,0.875,8,success,
68503,0,2,7,,distance,levenshtein,0.18770790100097656,0.875,1.0,0.9333333333333333,7,success,
33653,0,3,5,,distance,levenshtein,0.38323307037353516,0.7777777777777778,1.0,0.875,5,success,
97635,0,4,2,,distance,levenshtein,0.07765793800354004,1.0,1.0,1.0,2,success,
69007,0,5,2,,distance,levenshtein,0.10947990417480469,0.7777777777777778,1.0,0.875,2,success,
56085,0,4,8,,distance,levenshtein,0.6403930187225342,0.875,1.0,0.9333333333333333,8,success,
79121,0,4,9,,distance,levenshtein,1.0268821716308594,1.0,1.0,1.0,9,success,
72994,0,4,8,,distance,levenshtein,0.4965360164642334,0.875,1.0,0.9333333333333333,8,success,
114,0,3,9,,distance,levenshtein,1.8538849353790283,1.0,1.0,1.0,9,success,
3075,0,2,6,,distance,levenshtein,0.5375208854675293,0.7,1.0,0.8235294117647058,6,success,
93344,0,5,3,,distance,levenshtein,0.5581960678100586,1.0,1.0,1.0,3,success,
97635,0,4,3,,distance,levenshtein,0.2105109691619873,1.0,1.0,1.0,3,success,
89095,0,3,9,,distance,levenshtein,0.8000760078430176,0.7777777777777778,1.0,0.875,9,success,
69007,0,5,3,,distance,levenshtein,0.31902289390563965,0.7777777777777778,1.0,0.875,3,success,
9178,0,4,6,,distance,levenshtein,1.0342621803283691,0.7777777777777778,1.0,0.875,6,success,
6886,0,3,8,,distance,levenshtein,11.139295101165771,1.0,1.0,1.0,8,success,
58283,0,3,10,,distance,levenshtein,1.6746571063995361,0.875,1.0,0.9333333333333333,10,success,
33653,0,3,6,,distance,levenshtein,0.5819520950317383,0.7777777777777778,1.0,0.875,6,success,
162,0,3,8,,distance,levenshtein,9.965866804122925,0.7,1.0,0.8235294117647058,8,success,
97635,0,4,4,,distance,levenshtein,0.35710883140563965,1.0,1.0,1.0,4,success,
28998,0,1,10,,distance,levenshtein,22.760549068450928,1.0,1.0,1.0,10,success,
58283,0,4,2,,distance,levenshtein,0.07842779159545898,0.875,1.0,0.9333333333333333,2,success,
32584,0,3,7,,distance,levenshtein,2.3883261680603027,0.875,1.0,0.9333333333333333,7,success,
72994,0,4,9,,distance,levenshtein,0.5303280353546143,0.875,1.0,0.9333333333333333,9,success,
28998,0,2,2,,distance,levenshtein,0.08882713317871094,1.0,1.0,1.0,2,success,
65447,0,4,9,,distance,levenshtein,0.9076027870178223,0.7777777777777778,1.0,0.875,9,success,
58283,0,4,3,,distance,levenshtein,0.1024010181427002,0.875,1.0,0.9333333333333333,3,success,
56085,0,4,9,,distance,levenshtein,0.6873140335083008,0.875,1.0,0.9333333333333333,9,success,
89095,0,3,10,,distance,levenshtein,0.24048614501953125,0.7777777777777778,1.0,0.875,10,success,
114,0,3,10,,distance,levenshtein,0.6528677940368652,1.0,1.0,1.0,10,success,
9178,0,4,7,,distance,levenshtein,0.5216209888458252,0.7777777777777778,1.0,0.875,7,success,
89095,0,4,2,,distance,levenshtein,0.08573412895202637,0.7777777777777778,1.0,0.875,2,success,
114,0,4,2,,distance,levenshtein,0.09937810897827148,1.0,1.0,1.0,2,success,
37843,0,3,6,,distance,levenshtein,9.284388065338135,0.875,1.0,0.9333333333333333,6,success,
11298,0,3,10,,distance,levenshtein,3.2960309982299805,0.875,1.0,0.9333333333333333,10,success,
87228,0,2,9,,distance,levenshtein,1.147454023361206,0.7777777777777778,1.0,0.875,9,success,
58283,0,4,4,,distance,levenshtein,0.23601293563842773,0.875,1.0,0.9333333333333333,4,success,
33653,0,3,7,,distance,levenshtein,0.6112220287322998,0.7777777777777778,1.0,0.875,7,success,
11298,0,4,2,,distance,levenshtein,0.0666499137878418,0.875,1.0,0.9333333333333333,2,success,
11517,0,4,6,,distance,levenshtein,7.8258490562438965,1.0,1.0,1.0,6,success,
84787,0,4,10,,distance,levenshtein,4.256934881210327,0.7777777777777778,1.0,0.875,10,success,
89095,0,4,3,,distance,levenshtein,0.34427309036254883,0.7777777777777778,1.0,0.875,3,success,
85303,0,4,8,,distance,levenshtein,3.917402982711792,0.7777777777777778,1.0,0.875,8,success,
63198,0,3,6,,distance,levenshtein,2.5687179565429688,0.7777777777777778,1.0,0.875,6,success,
26253,0,3,9,,distance,levenshtein,2.713716983795166,0.875,1.0,0.9333333333333333,9,success,
79121,0,4,10,,distance,levenshtein,1.2869980335235596,1.0,1.0,1.0,10,success,
11298,0,4,3,,distance,levenshtein,0.1545100212097168,0.875,1.0,0.9333333333333333,3,success,
97635,0,4,5,,distance,levenshtein,0.8883309364318848,1.0,1.0,1.0,5,success,
84787,0,5,2,,distance,levenshtein,0.12882184982299805,0.7777777777777778,1.0,0.875,2,success,
72994,0,4,10,,distance,levenshtein,0.6892640590667725,0.875,1.0,0.9333333333333333,10,success,
58283,0,4,5,,distance,levenshtein,0.4137580394744873,0.875,1.0,0.9333333333333333,5,success,
89095,0,4,4,,distance,levenshtein,0.13636088371276855,0.7777777777777778,1.0,0.875,4,success,
79121,0,5,2,,distance,levenshtein,0.11148476600646973,1.0,1.0,1.0,2,success,
72994,0,5,2,,distance,levenshtein,0.07977104187011719,0.875,1.0,0.9333333333333333,2,success,
37843,0,3,7,,distance,levenshtein,0.5717220306396484,0.875,1.0,0.9333333333333333,7,success,
28998,0,2,3,,distance,levenshtein,1.0409529209136963,1.0,1.0,1.0,3,success,
84787,0,5,3,,distance,levenshtein,0.13765311241149902,0.7777777777777778,1.0,0.875,3,success,
11298,0,4,4,,distance,levenshtein,0.3144500255584717,0.875,1.0,0.9333333333333333,4,success,
8988,0,2,10,,distance,levenshtein,10.00928807258606,0.875,1.0,0.9333333333333333,10,success,
72994,0,5,3,,distance,levenshtein,0.12129592895507812,0.875,1.0,0.9333333333333333,3,success,
3075,0,2,7,,distance,levenshtein,1.8695399761199951,0.7,1.0,0.8235294117647058,7,success,
36624,0,2,10,,distance,levenshtein,2.777822971343994,0.6666666666666666,0.5714285714285714,0.6153846153846154,10,success,
89095,0,4,5,,distance,levenshtein,0.25246214866638184,0.7777777777777778,1.0,0.875,5,success,
8988,0,3,2,,distance,levenshtein,0.09617495536804199,0.875,1.0,0.9333333333333333,2,success,
9178,0,4,8,,distance,levenshtein,0.9807209968566895,0.7777777777777778,1.0,0.875,8,success,
36624,0,3,2,,distance,levenshtein,0.0812520980834961,0.7777777777777778,1.0,0.875,2,success,
79121,0,5,3,,distance,levenshtein,0.3425469398498535,1.0,1.0,1.0,3,success,
63198,0,3,7,,distance,levenshtein,0.5234410762786865,0.7777777777777778,1.0,0.875,7,success,
37843,0,3,8,,distance,levenshtein,0.21018314361572266,0.875,1.0,0.9333333333333333,8,success,
65447,0,4,10,,distance,levenshtein,1.2017760276794434,0.7777777777777778,1.0,0.875,10,success,
36624,0,3,3,,distance,levenshtein,0.11082196235656738,0.7777777777777778,1.0,0.875,3,success,
7239,0,3,10,,distance,levenshtein,4.122820138931274,0.7777777777777778,1.0,0.875,10,success,
72994,0,5,4,,distance,levenshtein,0.31500911712646484,0.875,1.0,0.9333333333333333,4,success,
114,0,4,3,,distance,levenshtein,1.4735138416290283,1.0,1.0,1.0,3,success,
56085,0,4,10,,distance,levenshtein,1.5181121826171875,0.875,1.0,0.9333333333333333,10,success,
87228,0,2,10,,distance,levenshtein,1.0167579650878906,0.7777777777777778,1.0,0.875,10,success,
8988,0,3,3,,distance,levenshtein,0.24217796325683594,0.875,1.0,0.9333333333333333,3,success,
70332,0,3,10,,distance,levenshtein,3.0896389484405518,1.0,1.0,1.0,10,success,
7239,0,4,2,,distance,levenshtein,0.10019207000732422,0.7777777777777778,1.0,0.875,2,success,
65447,0,5,2,,distance,levenshtein,0.15949106216430664,0.7777777777777778,1.0,0.875,2,success,
87228,0,3,2,,distance,levenshtein,0.0384519100189209,0.7777777777777778,1.0,0.875,2,success,
85303,0,4,9,,distance,levenshtein,0.9005670547485352,0.7777777777777778,1.0,0.875,9,success,
56085,0,5,2,,distance,levenshtein,0.08306002616882324,0.875,1.0,0.9333333333333333,2,success,
36624,0,3,4,,distance,levenshtein,0.19479799270629883,0.7777777777777778,1.0,0.875,4,success,
11298,0,4,5,,distance,levenshtein,0.7339189052581787,0.875,1.0,0.9333333333333333,5,success,
70332,0,4,2,,distance,levenshtein,0.06421995162963867,1.0,1.0,1.0,2,success,
69007,0,5,4,,distance,levenshtein,2.7580859661102295,0.7777777777777778,1.0,0.875,4,success,
79121,0,5,4,,distance,levenshtein,0.5610790252685547,1.0,1.0,1.0,4,success,
70332,0,4,3,,distance,levenshtein,0.1487751007080078,1.0,1.0,1.0,3,success,
56085,0,5,3,,distance,levenshtein,0.1694638729095459,0.875,1.0,0.9333333333333333,3,success,
58283,0,4,6,,distance,levenshtein,1.2481729984283447,0.875,1.0,0.9333333333333333,6,success,
87228,0,3,3,,distance,levenshtein,0.22764801979064941,0.7777777777777778,1.0,0.875,3,success,
7239,0,4,3,,distance,levenshtein,0.30921101570129395,0.7777777777777778,1.0,0.875,3,success,
3075,0,2,8,,distance,levenshtein,0.8001320362091064,0.7,1.0,0.8235294117647058,8,success,
89095,0,4,6,,distance,levenshtein,0.9864609241485596,0.7777777777777778,1.0,0.875,6,success,
8988,0,3,4,,distance,levenshtein,0.44512295722961426,0.875,1.0,0.9333333333333333,4,success,
36624,0,3,5,,distance,levenshtein,0.45254993438720703,0.7777777777777778,1.0,0.875,5,success,
63198,0,3,8,,distance,levenshtein,0.7903280258178711,0.7777777777777778,1.0,0.875,8,success,
70332,0,4,4,,distance,levenshtein,0.24823498725891113,1.0,1.0,1.0,4,success,
56085,0,5,4,,distance,levenshtein,0.28084802627563477,0.875,1.0,0.9333333333333333,4,success,
28998,0,2,4,,distance,levenshtein,1.4967420101165771,1.0,1.0,1.0,4,success,
37843,0,3,9,,distance,levenshtein,0.8347361087799072,0.875,1.0,0.9333333333333333,9,success,
87228,0,3,4,,distance,levenshtein,0.31756114959716797,0.7777777777777778,1.0,0.875,4,success,
9178,0,4,9,,distance,levenshtein,0.9831380844116211,0.7777777777777778,1.0,0.875,9,success,
72994,0,5,5,,distance,levenshtein,1.180272102355957,0.875,1.0,0.9333333333333333,5,success,
28998,0,2,5,,distance,levenshtein,0.20619988441467285,1.0,1.0,1.0,5,success,
56085,0,5,5,,distance,levenshtein,0.30376505851745605,0.875,1.0,0.9333333333333333,5,success,
7239,0,4,4,,distance,levenshtein,0.7069168090820312,0.7777777777777778,1.0,0.875,4,success,
70332,0,4,5,,distance,levenshtein,0.479356050491333,1.0,1.0,1.0,5,success,
85303,0,4,10,,distance,levenshtein,1.028770923614502,0.7777777777777778,1.0,0.875,10,success,
93884,0,3,8,,distance,levenshtein,8.100868940353394,0.7777777777777778,1.0,0.875,8,success,
114,0,4,4,,distance,levenshtein,1.749859094619751,1.0,1.0,1.0,4,success,
85303,0,5,2,,distance,levenshtein,0.10457110404968262,0.7777777777777778,1.0,0.875,2,success,
11298,0,4,6,,distance,levenshtein,1.5844709873199463,0.875,1.0,0.9333333333333333,6,success,
63198,0,3,9,,distance,levenshtein,0.7578220367431641,0.7777777777777778,1.0,0.875,9,success,
6886,0,3,9,,distance,levenshtein,4.2878031730651855,1.0,1.0,1.0,9,success,
68503,0,2,8,,distance,levenshtein,4.874343156814575,0.875,1.0,0.9333333333333333,8,success,
89095,0,4,7,,distance,levenshtein,1.2898530960083008,0.7777777777777778,1.0,0.875,7,success,
28998,0,2,6,,distance,levenshtein,0.43281006813049316,1.0,1.0,1.0,6,success,
37843,0,3,10,,distance,levenshtein,0.7740068435668945,0.875,1.0,0.9333333333333333,10,success,
75385,0,3,7,,distance,levenshtein,12.224729061126709,0.875,1.0,0.9333333333333333,7,success,
79121,0,5,5,,distance,levenshtein,1.6206200122833252,1.0,1.0,1.0,5,success,
7239,0,4,5,,distance,levenshtein,0.6623609066009521,0.7777777777777778,1.0,0.875,5,success,
8988,0,3,5,,distance,levenshtein,1.4002480506896973,0.875,1.0,0.9333333333333333,5,success,
87228,0,3,5,,distance,levenshtein,1.1381161212921143,0.7777777777777778,1.0,0.875,5,success,
162,0,3,9,,distance,levenshtein,4.353949069976807,0.7,1.0,0.8235294117647058,9,success,
3075,0,2,9,,distance,levenshtein,1.2033069133758545,0.7,1.0,0.8235294117647058,9,success,
114,0,4,5,,distance,levenshtein,0.29597902297973633,1.0,1.0,1.0,5,success,
37843,0,4,2,,distance,levenshtein,0.09301519393920898,0.875,1.0,0.9333333333333333,2,success,
56085,0,5,6,,distance,levenshtein,0.8802781105041504,0.875,1.0,0.9333333333333333,6,success,
85303,0,5,3,,distance,levenshtein,0.44163990020751953,0.7777777777777778,1.0,0.875,3,success,
84787,0,5,4,,distance,levenshtein,3.054454803466797,0.7777777777777778,1.0,0.875,4,success,
69007,0,5,5,,distance,levenshtein,2.214257001876831,0.7777777777777778,1.0,0.875,5,success,
37843,0,4,3,,distance,levenshtein,0.2002570629119873,0.875,1.0,0.9333333333333333,3,success,
70332,0,4,6,,distance,levenshtein,1.085752010345459,1.0,1.0,1.0,6,success,
72994,0,5,6,,distance,levenshtein,1.4097721576690674,0.875,1.0,0.9333333333333333,6,success,
9178,0,4,10,,distance,levenshtein,1.2058088779449463,0.7777777777777778,1.0,0.875,10,success,
28998,0,2,7,,distance,levenshtein,0.4568309783935547,1.0,1.0,1.0,7,success,
89149,0,2,10,,distance,levenshtein,19.36658501625061,1.0,1.0,1.0,10,success,
114,0,4,6,,distance,levenshtein,0.447498083114624,1.0,1.0,1.0,6,success,
89149,0,3,2,,distance,levenshtein,0.06984710693359375,1.0,1.0,1.0,2,success,
63198,0,3,10,,distance,levenshtein,0.880673885345459,0.7777777777777778,1.0,0.875,10,success,
9178,0,5,2,,distance,levenshtein,0.19381499290466309,0.7777777777777778,1.0,0.875,2,success,
69007,0,5,6,,distance,levenshtein,0.28395986557006836,0.7777777777777778,1.0,0.875,6,success,
37843,0,4,4,,distance,levenshtein,0.32240891456604004,0.875,1.0,0.9333333333333333,4,success,
12153,0,4,9,,distance,levenshtein,17.186938047409058,0.875,1.0,0.9333333333333333,9,success,
89149,0,3,3,,distance,levenshtein,0.16662812232971191,1.0,1.0,1.0,3,success,
63198,0,4,2,,distance,levenshtein,0.09369921684265137,0.7777777777777778,1.0,0.875,2,success,
87228,0,3,6,,distance,levenshtein,0.9833199977874756,0.7777777777777778,1.0,0.875,6,success,
11298,0,4,7,,distance,levenshtein,1.439836025238037,0.875,1.0,0.9333333333333333,7,success,
79121,0,5,6,,distance,levenshtein,1.2276301383972168,1.0,0.7142857142857143,0.8333333333333334,6,success,
6886,0,3,10,,distance,levenshtein,1.3167059421539307,1.0,1.0,1.0,10,success,
28998,0,2,8,,distance,levenshtein,0.5749139785766602,1.0,1.0,1.0,8,success,
114,0,4,7,,distance,levenshtein,0.5856740474700928,1.0,1.0,1.0,7,success,
85303,0,5,4,,distance,levenshtein,1.3403220176696777,0.7777777777777778,1.0,0.875,4,success,
68503,0,2,9,,distance,levenshtein,1.3940320014953613,0.875,1.0,0.9333333333333333,9,success,
69007,0,5,7,,distance,levenshtein,0.46921586990356445,0.7777777777777778,1.0,0.875,7,success,
63198,0,4,3,,distance,levenshtein,0.4848659038543701,0.7777777777777778,1.0,0.875,3,success,
6886,0,4,2,,distance,levenshtein,0.12044501304626465,1.0,1.0,1.0,2,success,
56085,0,5,7,,distance,levenshtein,1.4680240154266357,0.875,1.0,0.9333333333333333,7,success,
8988,0,3,6,,distance,levenshtein,1.5937318801879883,0.875,1.0,0.9333333333333333,6,success,
162,0,3,10,,distance,levenshtein,1.5338799953460693,0.7,1.0,0.8235294117647058,10,success,
65447,0,5,3,,distance,levenshtein,4.087800979614258,0.7777777777777778,1.0,0.875,3,success,
70332,0,4,7,,distance,levenshtein,1.4893431663513184,1.0,1.0,1.0,7,success,
162,0,4,2,,distance,levenshtein,0.10542893409729004,0.7,1.0,0.8235294117647058,2,success,
89149,0,3,4,,distance,levenshtein,1.0380182266235352,1.0,1.0,1.0,4,success,
63198,0,4,4,,distance,levenshtein,0.4916658401489258,0.7777777777777778,1.0,0.875,4,success,
69007,0,5,8,,distance,levenshtein,0.547950029373169,0.7777777777777778,1.0,0.875,8,success,
39871,0,3,9,,distance,levenshtein,18.04814386367798,1.0,1.0,1.0,9,success,
162,0,4,3,,distance,levenshtein,0.21245384216308594,0.7,1.0,0.8235294117647058,3,success,
72994,0,5,7,,distance,levenshtein,1.867048978805542,0.875,1.0,0.9333333333333333,7,success,
114,0,4,8,,distance,levenshtein,0.6541640758514404,1.0,1.0,1.0,8,success,
28998,0,2,9,,distance,levenshtein,0.9768548011779785,1.0,1.0,1.0,9,success,
6886,0,4,3,,distance,levenshtein,1.139112949371338,1.0,1.0,1.0,3,success,
9178,0,5,3,,distance,levenshtein,1.9619150161743164,0.7777777777777778,1.0,0.875,3,success,
89095,0,4,8,,distance,levenshtein,3.0983760356903076,0.7777777777777778,1.0,0.875,8,success,
63198,0,4,5,,distance,levenshtein,0.49555015563964844,0.7777777777777778,1.0,0.875,5,success,
162,0,4,4,,distance,levenshtein,0.4987761974334717,0.7,1.0,0.8235294117647058,4,success,
75385,0,3,8,,distance,levenshtein,3.208171844482422,0.875,1.0,0.9333333333333333,8,success,
72994,0,5,8,,distance,levenshtein,0.4046139717102051,0.875,1.0,0.9333333333333333,8,success,
68503,0,2,10,,distance,levenshtein,1.0197811126708984,0.875,1.0,0.9333333333333333,10,success,
37843,0,4,5,,distance,levenshtein,2.210439920425415,0.875,1.0,0.9333333333333333,5,success,
68503,0,3,2,,distance,levenshtein,0.09317708015441895,0.875,1.0,0.9333333333333333,2,success,
39871,0,3,10,,distance,levenshtein,0.8834140300750732,1.0,1.0,1.0,10,success,
97635,0,4,6,,distance,levenshtein,7.195852041244507,1.0,1.0,1.0,6,success,
39871,0,4,2,,distance,levenshtein,0.11271309852600098,1.0,1.0,1.0,2,success,
114,0,4,9,,distance,levenshtein,1.0031991004943848,1.0,1.0,1.0,9,success,
68503,0,3,3,,distance,levenshtein,0.40393519401550293,0.875,1.0,0.9333333333333333,3,success,
72994,0,5,9,,distance,levenshtein,0.622582197189331,0.875,1.0,0.9333333333333333,9,success,
39871,0,4,3,,distance,levenshtein,0.22377490997314453,1.0,1.0,1.0,3,success,
6886,0,4,4,,distance,levenshtein,1.1234800815582275,1.0,1.0,1.0,4,success,
84787,0,5,5,,distance,levenshtein,3.8778820037841797,0.7777777777777778,1.0,0.875,5,success,
56085,0,5,8,,distance,levenshtein,2.4701058864593506,0.875,1.0,0.9333333333333333,8,success,
8938,0,3,6,,distance,levenshtein,10.876497030258179,0.875,1.0,0.9333333333333333,6,success,
69007,0,5,9,,distance,levenshtein,1.6992700099945068,0.7777777777777778,1.0,0.875,9,success,
11298,0,4,8,,distance,levenshtein,3.036470890045166,0.875,1.0,0.9333333333333333,8,success,
36624,0,3,6,,distance,levenshtein,5.952671051025391,0.7777777777777778,1.0,0.875,6,success,
37843,0,4,6,,distance,levenshtein,1.093073844909668,0.875,1.0,0.9333333333333333,6,success,
28998,0,2,10,,distance,levenshtein,1.1954829692840576,1.0,1.0,1.0,10,success,
85303,0,5,5,,distance,levenshtein,2.9358460903167725,0.7777777777777778,1.0,0.875,5,success,
28998,0,3,2,,distance,levenshtein,0.05153298377990723,1.0,1.0,1.0,2,success,
39871,0,4,4,,distance,levenshtein,0.5114631652832031,1.0,1.0,1.0,4,success,
84787,0,5,6,,distance,levenshtein,0.3838210105895996,0.7777777777777778,1.0,0.875,6,success,
28998,0,3,3,,distance,levenshtein,0.10186600685119629,1.0,1.0,1.0,3,success,
70332,0,4,8,,distance,levenshtein,2.8609020709991455,1.0,1.0,1.0,8,success,
58656,0,3,9,,distance,levenshtein,17.428056955337524,0.7777777777777778,1.0,0.875,9,success,
8938,0,3,7,,distance,levenshtein,0.46259593963623047,0.875,1.0,0.9333333333333333,7,success,
162,0,4,5,,distance,levenshtein,1.7959787845611572,0.7,1.0,0.8235294117647058,5,success,
9471,0,4,8,,distance,levenshtein,14.534458875656128,1.0,1.0,1.0,8,success,
65447,0,5,4,,distance,levenshtein,3.034203052520752,0.7777777777777778,1.0,0.875,4,success,
72994,0,5,10,,distance,levenshtein,0.6614489555358887,0.875,1.0,0.9333333333333333,10,success,
3075,0,2,10,,distance,levenshtein,4.87001895904541,0.7,1.0,0.8235294117647058,10,success,
28998,0,3,4,,distance,levenshtein,0.15378403663635254,1.0,1.0,1.0,4,success,
3075,0,3,2,,distance,levenshtein,0.03650808334350586,0.7,1.0,0.8235294117647058,2,success,
72994,0,6,2,,distance,levenshtein,0.060218095779418945,0.875,1.0,0.9333333333333333,2,success,
72994,0,6,3,,distance,levenshtein,0.06423211097717285,0.875,1.0,0.9333333333333333,3,success,
33653,0,3,8,,distance,levenshtein,9.420274019241333,0.7777777777777778,1.0,0.875,8,success,
3075,0,3,3,,distance,levenshtein,0.09482598304748535,0.7,1.0,0.8235294117647058,3,success,
69007,0,5,10,,distance,levenshtein,0.8436121940612793,0.7777777777777778,1.0,0.875,10,success,
58656,0,3,10,,distance,levenshtein,0.15059995651245117,0.7777777777777778,1.0,0.875,10,success,
114,0,4,10,,distance,levenshtein,1.2426679134368896,1.0,1.0,1.0,10,success,
85303,0,5,6,,distance,levenshtein,0.77829909324646,0.7777777777777778,1.0,0.875,6,success,
9178,0,5,4,,distance,levenshtein,2.485258102416992,0.7777777777777778,1.0,0.875,4,success,
72994,0,6,4,,distance,levenshtein,0.09818291664123535,0.875,1.0,0.9333333333333333,4,success,
3075,0,3,4,,distance,levenshtein,0.068267822265625,0.7,1.0,0.8235294117647058,4,success,
69007,0,6,2,,distance,levenshtein,0.06369686126708984,0.7777777777777778,1.0,0.875,2,success,
58656,0,4,2,,distance,levenshtein,0.10339593887329102,0.7777777777777778,1.0,0.875,2,success,
114,0,5,2,,distance,levenshtein,0.10450100898742676,1.0,1.0,1.0,2,success,
72994,0,6,5,,distance,levenshtein,0.04900789260864258,0.875,1.0,0.9333333333333333,5,success,
39161,0,4,6,,distance,levenshtein,13.503440856933594,0.875,1.0,0.9333333333333333,6,success,
69007,0,6,3,,distance,levenshtein,0.10173201560974121,0.7777777777777778,1.0,0.875,3,success,
63198,0,4,6,,distance,levenshtein,2.789630174636841,0.7777777777777778,1.0,0.875,6,success,
28998,0,3,5,,distance,levenshtein,0.46222519874572754,1.0,1.0,1.0,5,success,
84787,0,5,7,,distance,levenshtein,0.6958189010620117,0.7777777777777778,1.0,0.875,7,success,
3075,0,3,5,,distance,levenshtein,0.1906728744506836,0.7,1.0,0.8235294117647058,5,success,
8938,0,3,8,,distance,levenshtein,0.6650018692016602,0.875,1.0,0.9333333333333333,8,success,
69007,0,6,4,,distance,levenshtein,0.1856701374053955,0.7777777777777778,1.0,0.875,4,success,
114,0,5,3,,distance,levenshtein,0.29628896713256836,1.0,1.0,1.0,3,success,
3075,0,3,6,,distance,levenshtein,0.11976504325866699,0.7,1.0,0.8235294117647058,6,success,
72994,0,6,6,,distance,levenshtein,0.2789499759674072,0.875,1.0,0.9333333333333333,6,success,
58656,0,4,3,,distance,levenshtein,0.35121798515319824,0.7777777777777778,1.0,0.875,3,success,
9178,0,5,5,,distance,levenshtein,0.36756086349487305,0.7777777777777778,1.0,0.875,5,success,
45,0,4,7,,distance,levenshtein,16.7364399433136,1.0,1.0,1.0,7,success,
37843,0,4,7,,distance,levenshtein,1.772500991821289,0.875,1.0,0.9333333333333333,7,success,
39871,0,4,5,,distance,levenshtein,1.4859559535980225,1.0,1.0,1.0,5,success,
3075,0,3,7,,distance,levenshtein,0.17075204849243164,0.7,1.0,0.8235294117647058,7,success,
72994,0,6,7,,distance,levenshtein,0.23472118377685547,0.875,1.0,0.9333333333333333,7,success,
39161,0,4,7,,distance,levenshtein,0.48782896995544434,0.875,1.0,0.9333333333333333,7,success,
31055,0,3,9,,distance,levenshtein,13.942599058151245,0.7777777777777778,1.0,0.875,9,success,
69007,0,6,5,,distance,levenshtein,0.35469985008239746,0.7777777777777778,1.0,0.875,5,success,
28998,0,3,6,,distance,levenshtein,0.7577400207519531,1.0,1.0,1.0,6,success,
9178,0,5,6,,distance,levenshtein,0.4165339469909668,0.7777777777777778,1.0,0.875,6,success,
84787,0,5,8,,distance,levenshtein,0.7845261096954346,0.7777777777777778,1.0,0.875,8,success,
31055,0,3,10,,distance,levenshtein,0.14893507957458496,0.7777777777777778,1.0,0.875,10,success,
89095,0,4,9,,distance,levenshtein,4.167261838912964,0.7777777777777778,1.0,0.875,9,success,
